Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Entry Criteria,Country,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Total Damages ('000 US$),CPI
2009-0352-IDN,2009,Natural,Hydrological,Flood,Kill,Indonesia,38,,10000,,10000,,83.91580741
2009-0436-IDN,2009,Natural,Hydrological,Flood,Kill,Indonesia,,,2500,,2500,,83.91580741
2009-0540-IDN,2009,Natural,Hydrological,Flood,Affected,Indonesia,6,4,700,,704,,83.91580741
2009-0480-IDN,2009,Natural,Hydrological,Landslide,Kill,Indonesia,14,,,,,,83.91580741
2009-0414-KHM,2009,Natural,Meteorological,Storm,Kill,Cambodia,17,91,178000,,178091,,83.91580741
2009-0478-KHM,2009,Natural,Meteorological,Storm,Kill,Cambodia,2,,,,,,83.91580741
2009-0612-LAO,2009,Natural,Hydrological,Flood,Kill,Lao People's Democratic Republic (the),10,,,,,,83.91580741
2009-0511-MYS,2009,Natural,Hydrological,Flood,Affected,Malaysia,,,1793,,1793,,83.91580741
2009-0610-MYS,2009,Natural,Hydrological,Flood,Affected,Malaysia,,,9082,,9082,,83.91580741
2009-0404-PHL,2009,Natural,Geophysical,Earthquake,Affected,Philippines (the),,2,380,10,392,90,83.91580741
2009-0311-PHL,2009,Natural,Hydrological,Flood,Affected,Philippines (the),,,1578,,1578,,83.91580741
2009-0513-THA,2009,Natural,Hydrological,Flood,Kill,Thailand,15,,200000,,200000,,83.91580741
2010-0554-MMR,2010,Natural,Meteorological,Storm,Kill,Myanmar,45,49,260000,,260049,57000,85.2920606
2010-0562-IDN,2010,Natural,Geophysical,Volcanic activity,Kill,Indonesia,322,454,136686,,137140,,85.2920606
2010-0238-IDN,2010,Natural,Geophysical,Earthquake,Kill,Indonesia,17,,,4600,4600,,85.2920606
2010-0512-IDN,2010,Natural,Hydrological,Flood,Kill,Indonesia,291,3417,9011,,12428,78000,85.2920606
2010-0075-IDN,2010,Natural,Hydrological,Flood,Kill,Indonesia,44,,,100,100,,85.2920606
2010-0301-IDN,2010,Natural,Hydrological,Flood,Kill,Indonesia,21,7,15000,,15007,,85.2920606
2010-0231-MMR,2010,Natural,Hydrological,Landslide,Kill,Myanmar,68,,145000,,145000,,85.2920606
2010-0020-PHL,2010,Natural,Hydrological,Flood,Affected,Philippines (the),2,,40198,,40198,22,85.2920606
2010-0488-PHL,2010,Natural,Hydrological,Flood,Affected,Philippines (the),6,9,46704,,46713,3156,85.2920606
2010-0659-PHL,2010,Natural,Hydrological,Flood,Kill,Philippines (the),110,13,1972433,,1972446,47411,85.2920606
2010-0585-PHL,2010,Natural,Hydrological,Flood,Affected,Philippines (the),16,,450673,,450673,,85.2920606
2010-0563-IDN,2010,Natural,Geophysical,Earthquake,Kill,Indonesia,530,412,11452,,11864,,85.2920606
2010-0308-PHL,2010,Natural,Meteorological,Storm,Kill,Philippines (the),146,91,585383,,585474,8675,85.2920606
2010-0383-PHL,2010,Natural,Meteorological,Storm,Affected,Philippines (the),31,,1045,,1045,,85.2920606
2010-0446-IDN,2010,Natural,Geophysical,Volcanic activity,Affected,Indonesia,1,1,15059,,15060,,85.2920606
2010-0034-IDN,2010,Natural,Hydrological,Flood,Kill,Indonesia,10,,225,130,355,,85.2920606
2010-0576-IDN,2010,Natural,Hydrological,Flood,Kill,Indonesia,16,,200,,200,,85.2920606
2010-0026-IDN,2010,Natural,Hydrological,Flood,Affected,Indonesia,5,,28500,,28500,,85.2920606
2010-0684-IDN,2010,Natural,Hydrological,Flood,Kill,Indonesia,24,,,,,,85.2920606
2010-0533-IDN,2010,Natural,Hydrological,Landslide,Kill,Indonesia,13,18,,,18,,85.2920606
2010-0552-KHM,2010,Natural,Hydrological,Flood,Affected,Cambodia,8,,,,,70000,85.2920606
2010-0606-PHL,2010,Natural,Geophysical,Volcanic activity,Affected,Philippines (the),,,14161,,14161,,85.2920606
2010-0398-PHL,2010,Natural,Hydrological,Flood,Affected,Philippines (the),,,505,,505,,85.2920606
2010-0033-PHL,2010,Natural,Hydrological,Flood,Affected,Philippines (the),1,,15480,,15480,,85.2920606
2010-0232-PHL,2010,Natural,Hydrological,Flood,Kill,Philippines (the),27,,40000,,40000,,85.2920606
2010-0281-PHL,2010,Natural,Hydrological,Flood,Affected,Philippines (the),,,200000,,200000,,85.2920606
2010-0371-PHL,2010,Natural,Hydrological,Flood,Affected,Philippines (the),,,80920,,80920,,85.2920606
2010-0031-PHL,2010,Natural,Hydrological,Landslide,Affected,Philippines (the),2,2,925,,927,78,85.2920606
2010-0543-PHL,2010,Natural,Meteorological,Storm,Kill,Philippines (the),35,42,2008984,,2009026,275745,85.2920606
2010-0391-PHL,2010,Natural,Biological,Epidemic,Kill,Philippines (the),737,123939,,,123939,,85.2920606
2010-0552-THA,2010,Natural,Hydrological,Flood,Affected,Thailand,258,,8970653,,8970653,332000,85.2920606
2010-0386-THA,2010,Natural,Biological,Epidemic,Affected,Thailand,2,,880,,880,,85.2920606
2010-9132-THA,2010,Natural,Climatological,Drought,Affected,Thailand,,,6482602,,6482602,,85.2920606
2011-0157-PHL,2011,Natural,Meteorological,Storm,Kill,Philippines (the),37,11,430081,,430092,31259,87.98460292
2011-0203-PHL,2011,Natural,Meteorological,Storm,Kill,Philippines (the),9,1,1151,,1152,,87.98460292
2011-0231-PHL,2011,Natural,Meteorological,Storm,Affected,Philippines (the),20,4,1700085,,1700089,12869,87.98460292
2011-0272-PHL,2011,Natural,Meteorological,Storm,Kill,Philippines (the),84,53,1108171,,1108224,63258,87.98460292
2011-0279-PHL,2011,Natural,Meteorological,Storm,Kill,Philippines (the),11,5,8418,,8423,59,87.98460292
2011-0087-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),16,1,241776,,241777,280,87.98460292
2011-0324-LAO,2011,Natural,Hydrological,Flood,Affected,Lao People's Democratic Republic (the),34,,430000,,430000,,87.98460292
2011-0400-MMR,2011,Natural,Hydrological,Flood,Kill,Myanmar,151,,35734,,35734,1700,87.98460292
2011-0021-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),23,164,638254,,638418,12411,87.98460292
2011-0204-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),12,3,944778,,944781,10666,87.98460292
2011-0378-PHL,2011,Natural,Meteorological,Storm,Kill,Philippines (the),25,12,1113763,,1113775,2655,87.98460292
2011-0083-THA,2011,Natural,Hydrological,Flood,Kill,Thailand,64,,716110,,716110,317000,87.98460292
2011-0326-THA,2011,Natural,Hydrological,Flood,Kill,Thailand,813,,9500000,,9500000,40000000,87.98460292
2011-0082-IDN,2011,Natural,Geophysical,Earthquake,Kill,Indonesia,1,,,95,95,,87.98460292
2011-0272-THA,2011,Natural,Meteorological,Storm,Kill,Thailand,18,,1000000,,1000000,,87.98460292
2011-0389-IDN,2011,Natural,Geophysical,Earthquake,Kill,Indonesia,10,,,,,5850,87.98460292
2011-0094-IDN,2011,Natural,Hydrological,Flood,Affected,Indonesia,,,60,1000,1060,,87.98460292
2011-0023-IDN,2011,Natural,Hydrological,Flood,Affected,Indonesia,,,12000,,12000,,87.98460292
2011-0088-IDN,2011,Natural,Hydrological,Flood,Kill,Indonesia,21,,750,,750,,87.98460292
2011-0153-IDN,2011,Natural,Hydrological,Landslide,,Indonesia,19,4,,,4,,87.98460292
2011-0364-KHM,2011,Natural,Hydrological,Flood,Kill,Cambodia,247,23,1640000,,1640023,521000,87.98460292
2011-0218-LAO,2011,Natural,Hydrological,Flood,Kill,Lao People's Democratic Republic (the),14,,37000,,37000,,87.98460292
2011-0090-MMR,2011,Natural,Geophysical,Earthquake,Kill,Myanmar,74,125,18000,3152,21277,3600,87.98460292
2011-0020-MYS,2011,Natural,Hydrological,Flood,Affected,Malaysia,2,,20000,,20000,,87.98460292
2011-0175-MYS,2011,Natural,Hydrological,Landslide,Kill,Malaysia,16,6,,,6,,87.98460292
2011-0101-PHL,2011,Natural,Geophysical,Volcanic activity,Affected,Philippines (the),,,32616,,32616,,87.98460292
2011-0221-PHL,2011,Natural,Hydrological,Flood,Kill,Philippines (the),31,,121005,,121005,251,87.98460292
2011-0367-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),,,274,,274,115,87.98460292
2011-0380-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),,,185,,185,,87.98460292
2011-0044-PHL,2011,Natural,Hydrological,Flood,Kill,Philippines (the),11,,2000,,2000,,87.98460292
2011-0301-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),,,2060,,2060,,87.98460292
2011-0141-PHL,2011,Natural,Hydrological,Landslide,Kill,Philippines (the),24,14,560,,574,,87.98460292
2011-0244-PHL,2011,Natural,Hydrological,Landslide,Kill,Philippines (the),5,5,,,5,,87.98460292
2011-0305-PHL,2011,Natural,Hydrological,Landslide,Affected,Philippines (the),,,310,,310,,87.98460292
2011-0341-PHL,2011,Natural,Meteorological,Storm,Kill,Philippines (the),43,37,403193,,403230,34452,87.98460292
2011-0379-PHL,2011,Natural,Meteorological,Storm,Kill,Philippines (the),103,91,3030755,,3030846,344173,87.98460292
2011-0384-PHL,2011,Natural,Meteorological,Storm,Affected,Philippines (the),11,6,75632,,75638,,87.98460292
2011-0393-PHL,2011,Natural,Biological,Epidemic,Affected,Philippines (the),3,200,54,,254,,87.98460292
2011-0090-THA,2011,Natural,Geophysical,Earthquake,Kill,Thailand,1,16,,,16,,87.98460292
2009-0414-VNM,2009,Natural,Meteorological,Storm,Kill,Viet Nam,182,860,2367820,108635,2477315,785000,83.91580741
2009-0478-VNM,2009,Natural,Meteorological,Storm,Kill,Viet Nam,124,145,500000,,500145,280000,83.91580741
2009-0611-VNM,2009,Natural,Hydrological,Flood,Kill,Viet Nam,17,,40000,,40000,,83.91580741
2009-0476-VNM,2009,Natural,Hydrological,Landslide,Kill,Viet Nam,13,1,,,1,,83.91580741
2009-0422-VNM,2009,Natural,Meteorological,Storm,Kill,Viet Nam,,,,,,200,83.91580741
2010-0332-VNM,2010,Natural,Meteorological,Storm,Kill,Viet Nam,10,,12400,,12400,,85.2920606
2010-0515-VNM,2010,Natural,Hydrological,Flood,Affected,Viet Nam,84,75,679750,,679825,142500,85.2920606
2010-0539-VNM,2010,Natural,Hydrological,Flood,Kill,Viet Nam,21,,761000,,761000,154000,85.2920606
2010-0573-VNM,2010,Natural,Hydrological,Flood,Kill,Viet Nam,31,8,39000,,39008,107700,85.2920606
2010-0597-VNM,2010,Natural,Hydrological,Flood,Kill,Viet Nam,50,,10000,,10000,256000,85.2920606
2010-0308-VNM,2010,Natural,Meteorological,Storm,Kill,Viet Nam,11,,,1500,1500,500,85.2920606
2010-0432-VNM,2010,Natural,Meteorological,Storm,Kill,Viet Nam,14,20,20560,120,20700,44000,85.2920606
2011-0232-VNM,2011,Natural,Meteorological,Storm,Kill,Viet Nam,16,63,,,63,,87.98460292
2011-0568-IDN,2011,Natural,Geophysical,Volcanic activity,Affected,Indonesia,3,5,2368,,2373,,87.98460292
2011-0359-VNM,2011,Natural,Hydrological,Flood,Affected,Viet Nam,24,,300000,,300000,44000,87.98460292
2011-0394-VNM,2011,Natural,Hydrological,Flood,Kill,Viet Nam,85,,600000,,600000,175002,87.98460292
2011-0396-VNM,2011,Natural,Hydrological,Flood,Kill,Viet Nam,13,14,461570,,461584,,87.98460292
2011-0506-IDN,2011,Natural,Geophysical,Volcanic activity,Affected,Indonesia,,,,6000,6000,,87.98460292
2011-0575-IDN,2011,Natural,Hydrological,Flood,Kill,Indonesia,18,,3000,,3000,,87.98460292
2011-0603-IDN,2011,Natural,Hydrological,Flood,Kill,Indonesia,10,,54,,54,,87.98460292
2011-0645-IDN,2011,Natural,Hydrological,Flood,Kill,Indonesia,13,,,3000,3000,,87.98460292
2011-0493-IDN,2011,Natural,Hydrological,Landslide,Kill,Indonesia,34,,,,,,87.98460292
2012-0558-IDN,2012,Natural,Meteorological,Storm,Kill,Indonesia,16,60,10000,,10060,1000,89.80529293
2012-0582-IDN,2012,Natural,Hydrological,Flood,Affected,Indonesia,8,,3770,,3770,,89.80529293
2012-0266-IDN,2012,Natural,Hydrological,Flood,Kill,Indonesia,8,,625,,625,,89.80529293
2012-0539-IDN,2012,Natural,Hydrological,Flood,Affected,Indonesia,3,,10500,,10500,,89.80529293
2012-0561-IDN,2012,Natural,Meteorological,Storm,Affected,Indonesia,5,,,490,490,,89.80529293
2012-0097-IDN,2012,Natural,Geophysical,Earthquake,Affected,Indonesia,7,107,,,107,,89.80529293
2012-0398-IDN,2012,Natural,Geophysical,Earthquake,Affected,Indonesia,6,43,5485,2355,7883,,89.80529293
2012-0378-IDN,2012,Natural,Hydrological,Flood,Affected,Indonesia,,,1150,,1150,,89.80529293
2012-0432-IDN,2012,Natural,Hydrological,Flood,Affected,Indonesia,4,5,1040,,1045,,89.80529293
2012-0426-IDN,2012,Natural,Hydrological,Flood,Kill,Indonesia,13,,15210,,15210,,89.80529293
2012-0575-IDN,2012,Natural,Hydrological,Flood,Affected,Indonesia,5,20,,1000,1020,,89.80529293
2012-0249-IDN,2012,Natural,Hydrological,Landslide,Affected,Indonesia,20,100,115,,215,,89.80529293
2012-0250-IDN,2012,Natural,Hydrological,Landslide,Kill,Indonesia,12,,,,,,89.80529293
2012-0504-KHM,2012,Natural,Hydrological,Flood,Kill,Cambodia,14,,71500,,71500,,89.80529293
2013-0235-IDN,2013,Natural,Geophysical,Earthquake,Affected,Indonesia,48,2532,53403,,55935,130000,91.12079403
2013-0063-IDN,2013,Natural,Hydrological,Flood,Kill,Indonesia,17,,58040,,58040,2000,91.12079403
2013-0267-IDN,2013,Natural,Hydrological,Flood,Kill,Indonesia,12,,8140,,8140,,91.12079403
2013-0020-IDN,2013,Natural,Geophysical,Earthquake,Affected,Indonesia,1,15,500,,515,,91.12079403
2013-0436-IDN,2013,Natural,Geophysical,Earthquake,Affected,Indonesia,1,3,2735,,2738,,91.12079403
2013-0542-IDN,2013,Natural,Geophysical,Volcanic activity,Waiting,Indonesia,,,29727,,29727,,91.12079403
2013-0007-IDN,2013,Natural,Hydrological,Flood,Kill,Indonesia,34,,248846,,248846,3000000,91.12079403
2013-0034-IDN,2013,Natural,Hydrological,Flood,Affected,Indonesia,8,,1000,,1000,,91.12079403
2013-0126-IDN,2013,Natural,Hydrological,Flood,Declar,Indonesia,11,,115000,,115000,,91.12079403
2013-0364-IDN,2013,Natural,Hydrological,Flood,Affected,Indonesia,,,23640,,23640,,91.12079403
2013-0428-IDN,2013,Natural,Hydrological,Flood,Affected,Indonesia,,,16000,,16000,,91.12079403
2013-0541-IDN,2013,Natural,Hydrological,Flood,Affected,Indonesia,,,22500,,22500,2000,91.12079403
2013-0553-IDN,2013,Natural,Hydrological,Flood,Affected,Indonesia,4,,84250,,84250,2000,91.12079403
2013-0560-IDN,2013,Natural,Hydrological,Flood,Affected,Indonesia,3,,13860,,13860,,91.12079403
2013-0022-IDN,2013,Natural,Hydrological,Landslide,Kill,Indonesia,21,3,,,3,,91.12079403
2013-0086-IDN,2013,Natural,Hydrological,Landslide,Kill,Indonesia,13,,,,,,91.12079403
2013-0380-KHM,2013,Natural,Hydrological,Flood,Kill,Cambodia,200,,1500000,,1500000,500000,91.12079403
2013-0338-LAO,2013,Natural,Hydrological,Flood,Kill,Lao People's Democratic Republic (the),20,77,350000,,350077,60000,91.12079403
2013-0417-LAO,2013,Natural,Hydrological,Flood,Affected,Lao People's Democratic Republic (the),3,,224176,,224176,61000,91.12079403
2013-0367-LAO,2013,Natural,Biological,Epidemic,Affected,Lao People's Democratic Republic (the),77,,36000,,36000,,91.12079403
2014-0018-IDN,2014,Natural,Hydrological,Flood,Kill,Indonesia,20,,128182,,128182,153000,92.59898057
2014-0038-IDN,2014,Natural,Hydrological,Flood,Affected,Indonesia,,,259100,1250,260350,173000,92.59898057
2014-0057-IDN,2014,Natural,Hydrological,Flood,Kill,Indonesia,11,,,4000,4000,2000,92.59898057
2014-0044-IDN,2014,Natural,Geophysical,Volcanic activity,Kill,Indonesia,32,2,32000,,32002,83000,92.59898057
2014-0064-IDN,2014,Natural,Geophysical,Volcanic activity,Affected,Indonesia,7,70,83088,,83158,103000,92.59898057
2014-0056-IDN,2014,Natural,Hydrological,Flood,Kill,Indonesia,32,,20000,,20000,600000,92.59898057
2014-0081-IDN,2014,Natural,Hydrological,Flood,Kill,Indonesia,13,,275,,275,,92.59898057
2014-0034-IDN,2014,Natural,Hydrological,Landslide,Kill,Indonesia,19,,,,,,92.59898057
2011-0519-PHL,2011,Natural,Meteorological,Storm,Kill,Philippines (the),1439,6071,1144229,,1150300,38082,87.98460292
2011-0592-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),2,,871,,871,,87.98460292
2011-0468-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),5,13,16178,,16191,183,87.98460292
2011-0555-PHL,2011,Natural,Meteorological,Storm,Affected,Philippines (the),,,446907,,446907,431,87.98460292
2011-0445-PHL,2011,Natural,Geophysical,Earthquake,Affected,Philippines (the),,3,25,,28,,87.98460292
2011-0564-PHL,2011,Natural,Geophysical,Volcanic activity,Affected,Philippines (the),,,1315,,1315,,87.98460292
2011-0469-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),,,8610,,8610,178881,87.98460292
2011-0562-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),,,30858,,30858,,87.98460292
2011-0588-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),,,469,,469,,87.98460292
2011-0540-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),12,9,171800,,171809,,87.98460292
2011-0542-PHL,2011,Natural,Hydrological,Flood,Affected,Philippines (the),10,,39520,,39520,,87.98460292
2011-0576-PHL,2011,Natural,Meteorological,Storm,Kill,Philippines (the),,,,,,,87.98460292
2011-0563-PHL,2011,Natural,Biological,Epidemic,Kill,Philippines (the),20,,563,,563,,87.98460292
2011-0545-PHL,2011,Natural,Biological,Epidemic,Kill,Philippines (the),33,,6778,,6778,,87.98460292
2011-0457-THA,2011,Natural,Biological,Epidemic,Kill,Thailand,27,,37728,,37728,,87.98460292
2011-9207-THA,2011,Natural,Climatological,Drought,Waiting,Thailand,,,,,,,87.98460292
2011-0576-VNM,2011,Natural,Meteorological,Storm,Kill,Viet Nam,,,,,,,87.98460292
2012-0259-VNM,2012,Natural,Meteorological,Storm,Affected,Viet Nam,10,3,,,3,,89.80529293
2012-0406-PHL,2012,Natural,Meteorological,Storm,Kill,Philippines (the),36,19,108021,,108040,1339,89.80529293
2012-0540-PHL,2012,Natural,Meteorological,Storm,Kill,Philippines (the),24,3,241603,,241606,5526,89.80529293
2012-0417-MMR,2012,Natural,Geophysical,Earthquake,Kill,Myanmar,38,231,1255,,1486,1170,89.80529293
2012-0031-PHL,2012,Natural,Geophysical,Earthquake,Kill,Philippines (the),113,112,320165,,320277,8900,89.80529293
2012-0294-VNM,2012,Natural,Meteorological,Storm,Kill,Viet Nam,17,14,59320,1145,60479,6800,89.80529293
2012-0260-PHL,2012,Natural,Meteorological,Storm,Kill,Philippines (the),58,35,949051,,949086,9821,89.80529293
2012-0296-PHL,2012,Natural,Meteorological,Storm,Affected,Philippines (the),11,1,5606,,5607,99,89.80529293
2012-0374-PHL,2012,Natural,Meteorological,Storm,Affected,Philippines (the),4,,7921,,7921,,89.80529293
2012-0406-VNM,2012,Natural,Meteorological,Storm,Kill,Viet Nam,11,90,,278400,278490,336000,89.80529293
2012-0319-MMR,2012,Natural,Hydrological,Flood,Affected,Myanmar,2,,85000,,85000,,89.80529293
2012-0321-PHL,2012,Natural,Geophysical,Earthquake,Affected,Philippines (the),,1,4000,,4001,,89.80529293
2012-0431-PHL,2012,Natural,Geophysical,Earthquake,Affected,Philippines (the),1,10,28869,,28879,3244,89.80529293
2012-0171-PHL,2012,Natural,Hydrological,Flood,Affected,Philippines (the),,,12300,,12300,,89.80529293
2012-0172-PHL,2012,Natural,Hydrological,Flood,Affected,Philippines (the),1,,700,,700,,89.80529293
2012-0009-PHL,2012,Natural,Hydrological,Flood,Affected,Philippines (the),4,,88570,,88570,,89.80529293
2012-0042-PHL,2012,Natural,Hydrological,Flood,Affected,Philippines (the),,,569,,569,,89.80529293
2012-0078-PHL,2012,Natural,Hydrological,Flood,Affected,Philippines (the),,,25000,,25000,,89.80529293
2012-0272-PHL,2012,Natural,Hydrological,Flood,Kill,Philippines (the),112,14,4451711,,4451725,72330,89.80529293
2012-0396-PHL,2012,Natural,Hydrological,Flood,Kill,Philippines (the),11,,,4835,4835,2000,89.80529293
2012-0602-PHL,2012,Natural,Hydrological,Flood,Kill,Philippines (the),29,2,,30927,30929,1000,89.80529293
2012-0002-PHL,2012,Natural,Hydrological,Landslide,Kill,Philippines (the),75,16,7,,23,,89.80529293
2012-0294-PHL,2012,Natural,Meteorological,Storm,Kill,Philippines (the),4,,,,,3000,89.80529293
2012-0434-PHL,2012,Natural,Meteorological,Storm,Affected,Philippines (the),1,,1234,,1234,,89.80529293
2012-0463-PHL,2012,Natural,Meteorological,Storm,Affected,Philippines (the),,,322,,322,,89.80529293
2012-0500-PHL,2012,Natural,Meteorological,Storm,Kill,Philippines (the),1901,2666,6243998,,6246664,898352,89.80529293
2012-0201-PHL,2012,Natural,Biological,Epidemic,Kill,Philippines (the),30,,3158,,3158,,89.80529293
2012-0375-THA,2012,Natural,Hydrological,Flood,Affected,Thailand,,,235545,,235545,,89.80529293
2012-9109-THA,2012,Natural,Climatological,Drought,Declar,Thailand,,,12000000,,12000000,1200,89.80529293
2012-0351-VNM,2012,Natural,Hydrological,Flood,Kill,Viet Nam,34,40,,17500,17540,30000,89.80529293
2013-0373-PHL,2013,Natural,Meteorological,Storm,Kill,Philippines (the),5,,72696,,72696,,91.12079403
2013-0019-PHL,2013,Natural,Hydrological,Flood,Kill,Philippines (the),10,,507769,,507769,2800,91.12079403
2013-0274-PHL,2013,Natural,Hydrological,Flood,Affected,Philippines (the),31,30,3096392,,3096422,2190000,91.12079403
2013-0340-PHL,2013,Natural,Hydrological,Flood,Kill,Philippines (the),11,21,100000,,100021,36000,91.12079403
2013-0333-VNM,2013,Natural,Hydrological,Flood,Kill,Viet Nam,23,,,,,,91.12079403
2013-0412-VNM,2013,Natural,Hydrological,Flood,Affected,Viet Nam,29,,1000,,1000,,91.12079403
2013-0036-PHL,2013,Natural,Meteorological,Storm,Affected,Philippines (the),1,,10597,,10597,,91.12079403
2013-0430-PHL,2013,Natural,Meteorological,Storm,Kill,Philippines (the),20,154,871601,,871755,96723,91.12079403
2013-0437-PHL,2013,Natural,Meteorological,Storm,Affected,Philippines (the),4,,220443,,220443,4729,91.12079403
2013-0433-PHL,2013,Natural,Meteorological,Storm,Kill,Philippines (the),7354,28689,16078181,,16106870,10000000,91.12079403
2013-0434-PHL,2013,Natural,Hydrological,Flood,Kill,Philippines (the),20,,207971,,207971,1988,91.12079403
2013-0263-MMR,2013,Natural,Hydrological,Flood,Kill,Myanmar,7,,73300,,73300,,91.12079403
2013-0160-MMR,2013,Natural,Hydrological,Landslide,Kill,Myanmar,16,,,,,,91.12079403
2013-0535-MYS,2013,Natural,Hydrological,Flood,Affected,Malaysia,4,,75000,,75000,2000,91.12079403
2013-0395-PHL,2013,Natural,Geophysical,Earthquake,Kill,Philippines (the),230,976,3221248,,3222224,51459,91.12079403
2013-0418-PHL,2013,Natural,Hydrological,Flood,Kill,Philippines (the),33,8,588147,,588155,4000,91.12079403
2013-0258-PHL,2013,Natural,Meteorological,Storm,Affected,Philippines (the),7,4,3592,,3596,1000,91.12079403
2013-0272-PHL,2013,Natural,Meteorological,Storm,Kill,Philippines (the),18,7,395723,,395730,32431,91.12079403
2013-0378-PHL,2013,Natural,Meteorological,Storm,Affected,Philippines (the),6,4,262880,,262884,1680,91.12079403
2013-0263-THA,2013,Natural,Hydrological,Flood,Kill,Thailand,,,,,,97000,91.12079403
2013-0431-THA,2013,Natural,Hydrological,Flood,Kill,Thailand,61,,3500000,,3500000,482000,91.12079403
2013-0533-THA,2013,Natural,Hydrological,Flood,Kill,Thailand,23,,,15254,15254,,91.12079403
2013-0266-VNM,2013,Natural,Hydrological,Flood,Affected,Viet Nam,5,,5000,,5000,6500,91.12079403
2013-0380-VNM,2013,Natural,Hydrological,Flood,Kill,Viet Nam,30,,,,,,91.12079403
2013-0417-VNM,2013,Natural,Hydrological,Flood,Affected,Viet Nam,7,,25000,,25000,,91.12079403
2013-0443-VNM,2013,Natural,Hydrological,Flood,Kill,Viet Nam,47,66,2127865,2070,2130001,72000,91.12079403
2013-0341-VNM,2013,Natural,Meteorological,Storm,Affected,Viet Nam,7,11,5000,,5011,1000,91.12079403
2013-0419-VNM,2013,Natural,Meteorological,Storm,Kill,Viet Nam,31,330,1835255,,1835585,663230,91.12079403
2013-0430-VNM,2013,Natural,Meteorological,Storm,Kill,Viet Nam,20,154,109600,,109754,76000,91.12079403
2013-0433-VNM,2013,Natural,Meteorological,Storm,Kill,Viet Nam,16,89,12630,375,13094,734000,91.12079403
2014-0020-PHL,2014,Natural,Meteorological,Storm,Kill,Philippines (the),79,86,1148621,,1148707,12591,92.59898057
2014-0055-PHL,2014,Natural,Meteorological,Storm,Affected,Philippines (the),6,,47740,,47740,3200,92.59898057
2014-0159-THA,2014,Natural,Geophysical,Earthquake,Affected,Thailand,1,23,17500,,17523,62000,92.59898057
2014-0089-THA,2014,Natural,Meteorological,Extreme temperature,Affected,Thailand,63,,1000000,,1000000,,92.59898057
2014-0065-TLS,2014,Natural,Biological,Epidemic,Affected,Timor-Leste,2,197,,,197,,92.59898057
2014-0473-IDN,2014,Natural,Hydrological,Flood,Affected,Indonesia,1,,10420,,10420,,92.59898057
2014-0483-IDN,2014,Natural,Hydrological,Landslide,Kill,Indonesia,108,,1900,2000,3900,,92.59898057
2014-0260-KHM,2014,Natural,Hydrological,Flood,Kill,Cambodia,45,,472500,57950,530450,2000,92.59898057
2014-0411-LAO,2014,Natural,Hydrological,Flood,Affected,Lao People's Democratic Republic (the),,,750,,750,,92.59898057
2014-0412-MMR,2014,Natural,Hydrological,Flood,Affected,Myanmar,,,4600,,4600,,92.59898057
2014-0413-MMR,2014,Natural,Hydrological,Flood,Affected,Myanmar,,,35400,,35400,,92.59898057
2014-0494-MYS,2014,Natural,Hydrological,Flood,Affected,Malaysia,17,,230000,,230000,284000,92.59898057
2014-9429-MYS,2014,Natural,Climatological,Drought,Affected,Malaysia,,,2200000,,2200000,,92.59898057
2015-9411-IDN,2015,Natural,Climatological,Drought,Kill,Indonesia,11,,,,,,92.70882199
2015-0460-LAO,2015,Natural,Hydrological,Flood,Affected,Lao People's Democratic Republic (the),4,,95,45,140,,92.70882199
2015-0253-MMR,2015,Natural,Hydrological,Flood,Kill,Myanmar,7,,14000,,14000,,92.70882199
2015-0308-MMR,2015,Natural,Hydrological,Flood,Kill,Myanmar,149,,1621703,,1621703,119000,92.70882199
2015-0216-MYS,2015,Natural,Geophysical,Earthquake,Kill,Malaysia,24,10,,,10,2,92.70882199
2015-0021-MYS,2015,Natural,Hydrological,Flood,Affected,Malaysia,1,,3000,,3000,,92.70882199
2015-0129-IDN,2015,Natural,Hydrological,Flood,Affected,Indonesia,,,8000,,8000,,92.70882199
2015-0415-IDN,2015,Natural,Geophysical,Earthquake,Affected,Indonesia,,62,12185,,12247,,92.70882199
2015-0036-IDN,2015,Natural,Hydrological,Flood,Affected,Indonesia,1,,8244,15,8259,,92.70882199
2015-0056-IDN,2015,Natural,Hydrological,Flood,Affected,Indonesia,,,300,,300,,92.70882199
2015-0076-IDN,2015,Natural,Hydrological,Flood,Affected,Indonesia,2,,25000,,25000,,92.70882199
2015-0077-IDN,2015,Natural,Hydrological,Flood,Affected,Indonesia,6,,,,,235000,92.70882199
